;;;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Benzin;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Diesel;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Gas;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Elektro;Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Hybrid (ohne Plug-in);Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Plug-in-Hybrid;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Sonstige Kraftstoffarten;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
;;;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6 (ohne 6d und 6d-temp);Euro 6d-temp;Euro 6d;Sonstige;Insgesamt
01.01.2022;08416;Tübingen, Landkreis;1034;4326;3560;21757;18116;18578;8586;3027;1991;80975;138;1229;2977;5276;12605;10931;5076;1995;528;40755;7;65;80;495;261;198;76;35;9;1226;-;-;-;-;-;-;-;-;1887;1887;-;-;-;35;215;399;737;1010;-;2396;-;-;-;-;14;109;392;1123;-;1638;-;-;-;5;20;-;-;-;6;31;1179;5620;6617;27568;31231;30215;14867;7190;4421;128908
01.01.2022;08417;Zollernalbkreis;893;3846;3386;20394;17871;20852;10621;3282;2062;83207;92;973;2797;5308;13664;11952;4512;1466;384;41148;3;61;68;324;162;97;101;59;6;881;-;-;-;-;-;-;-;-;1456;1456;-;-;-;33;142;387;803;1079;-;2444;-;-;-;-;8;88;251;1154;-;1501;-;-;-;1;14;3;-;-;1;19;988;4880;6251;26060;31861;33379;16288;7040;3909;130656
01.01.2022;08421;Ulm, kreisfreie Stadt;484;1761;1617;10346;8471;9535;4695;1857;1033;39799;37;416;1233;2749;6526;6812;3872;1623;166;23434;5;20;25;155;107;69;61;31;4;477;-;-;-;-;-;-;-;-;1082;1082;-;-;-;21;70;174;622;919;-;1806;-;-;-;-;10;66;243;758;-;1077;-;-;-;2;9;1;-;-;2;14;526;2197;2875;13273;15193;16657;9493;5188;2287;67689
01.01.2022;08425;Alb-Donau-Kreis;962;3722;3202;21573;18073;19221;8771;2550;2169;80243;118;1003;3070;6976;15706;13418;4174;1290;362;46117;8;55;68;309;153;109;52;32;8;794;-;-;-;-;-;-;-;-;1648;1648;-;-;-;13;100;247;649;984;2;1995;-;-;-;-;2;85;218;886;-;1191;-;-;-;3;13;1;-;-;4;21;1088;4780;6340;28874;34047;33081;13864;5742;4193;132009
01.01.2022;08426;Biberach, Landkreis;919;3768;3213;21902;18148;18704;7909;2153;2161;78877;144;1161;3624;7492;17582;14306;4475;1321;406;50511;3;36;63;285;148;94;53;24;9;715;-;-;-;-;-;-;-;-;1979;1979;-;-;-;32;141;307;586;893;1;1960;-;-;-;-;6;101;186;756;-;1049;-;-;-;2;8;1;-;-;4;15;1066;4965;6900;29713;36033;33513;13209;5147;4560;135106
01.01.2022;08435;Bodenseekreis;1207;4845;4124;23677;18726;19919;9501;3474;3077;88550;254;1725;3833;6170;14436;11420;4196;1647;588;44269;13;62;80;330;141;101;49;44;18;838;-;-;-;-;-;-;-;-;2131;2131;-;-;-;46;217;545;847;1600;1;3256;-;-;-;-;11;129;522;1521;1;2184;-;-;-;4;14;1;-;-;7;26;1474;6632;8037;30227;33545;32115;15115;8286;5823;141254
01.01.2022;08436;Ravensburg, Landkreis;1391;5487;4777;30802;24131;24912;11705;3354;3253;109812;339;2260;5423;9746;22335;17593;5973;2028;800;66497;4;68;82;420;189;164;73;41;16;1057;-;-;-;-;-;-;-;-;2743;2743;-;-;-;34;174;420;792;1321;-;2741;-;-;-;-;17;130;375;1332;-;1854;-;-;-;8;22;1;-;-;2;33;1734;7815;10282;41010;46868;43220;18918;8076;6814;184737
01.01.2022;08437;Sigmaringen, Landkreis;629;2613;2281;14249;11665;12355;5598;1866;1310;52566;111;817;2347;4763;11244;8703;2782;925;280;31972;3;41;38;223;106;117;64;38;7;637;-;-;-;-;-;-;-;-;968;968;-;-;-;27;150;345;440;896;-;1858;-;-;-;-;4;60;125;590;-;779;-;-;-;4;8;-;-;-;2;14;743;3471;4666;19266;23177;21580;9009;4315;2567;88794
01.01.2022;09161;Ingolstadt, kreisfreie Stadt;854;2682;1749;12015;8990;10680;6389;7823;2862;54044;125;806;1851;3484;7588;6951;3440;2735;658;27638;2;28;35;165;72;91;70;66;11;540;-;-;-;-;-;-;-;-;3252;3252;-;2;-;23;132;296;1827;5575;5;7860;-;-;-;-;5;95;305;3003;165;3573;-;-;-;-;4;-;-;-;5;9;981;3518;3635;15687;16791;18113;12031;19202;6958;96916
01.01.2022;09162;München, kreisfreie Stadt;6867;20466;18413;93441;75324;91390;55437;52967;15853;430158;703;4897;12677;23622;58049;60366;39919;27145;2155;229533;51;265;286;1211;558;593;367;139;38;3508;-;-;-;-;-;-;-;-;15529;15529;-;-;2;289;1190;3148;7837;33837;67;46370;-;-;-;-;48;853;4091;14529;77;19598;1;-;2;19;55;1;-;-;52;130;7622;25628;31380;118582;135224;156351;107651;128617;33771;744826
01.01.2022;09163;Rosenheim, kreisfreie Stadt;232;992;840;5813;4628;4982;2643;809;560;21499;45;344;978;1561;3828;3627;1420;504;108;12415;-;9;22;60;45;38;22;6;1;203;-;-;-;-;-;-;-;-;468;468;-;-;-;8;57;100;245;365;-;775;-;-;-;-;2;37;70;264;-;373;1;-;-;1;4;-;-;-;2;8;278;1345;1840;7443;8564;8784;4400;1948;1139;35741
01.01.2022;09171;Altötting, Landkreis;440;1894;1813;11849;10019;10605;5156;1354;1132;44262;103;633;1783;3361;8760;7139;2564;711;244;25298;2;17;20;140;61;61;34;26;2;363;-;-;-;-;-;-;-;-;872;872;-;-;-;20;137;260;359;634;-;1410;-;-;-;-;1;62;133;442;-;638;-;-;2;2;4;-;-;-;-;8;545;2544;3618;15372;18982;18127;8246;3167;2250;72851
01.01.2022;09172;Berchtesgadener Land, Landkreis;511;1552;1339;9837;9243;10503;5460;1402;1268;41115;121;646;1567;2670;7369;6530;2404;830;223;22360;-;16;26;88;67;42;24;14;5;282;-;-;-;-;-;-;-;-;801;801;-;-;-;14;72;149;338;835;-;1408;-;-;-;-;3;58;140;301;-;502;-;-;-;2;9;-;-;-;-;11;632;2214;2932;12611;16763;17282;8366;3382;2297;66479
01.01.2022;09173;Bad Tölz-Wolfratshausen, Landkreis;596;1917;1678;11482;10683;12180;6002;1911;1615;48064;165;930;2222;3631;10094;8310;3182;980;332;29846;5;27;34;148;101;58;27;8;6;414;-;-;-;-;-;-;-;-;997;997;-;-;-;25;84;258;558;948;1;1874;-;-;-;-;5;95;212;521;-;833;-;-;-;3;12;1;-;-;2;18;766;2874;3934;15289;20979;20902;9981;4368;2953;82046
01.01.2022;09174;Dachau, Landkreis;743;2693;2446;15161;12318;14170;6889;2697;1741;58858;127;775;2154;4001;10285;8934;3277;1441;300;31294;6;27;58;212;109;86;43;24;7;572;-;-;-;-;1;-;-;-;1303;1304;-;-;-;23;132;354;554;1098;1;2162;-;-;-;-;5;81;236;693;-;1015;-;-;-;1;13;-;-;-;2;16;876;3495;4658;19398;22863;23625;10999;5953;3354;95221
01.01.2022;09175;Ebersberg, Landkreis;616;2317;2034;12368;11540;13383;6594;1932;1725;52509;106;663;1821;3583;9573;8794;3446;989;293;29268;2;35;33;148;72;80;44;12;3;429;-;-;-;-;-;-;-;-;1484;1484;-;-;-;29;132;302;602;919;-;1984;-;-;-;-;4;92;324;824;-;1244;-;-;-;3;7;-;-;-;1;11;724;3015;3888;16131;21328;22651;11010;4676;3506;86929
01.01.2022;09176;Eichstätt, Landkreis;712;2989;1752;13637;11088;12287;5744;1170;1734;51113;110;981;2514;4462;10936;8713;2791;628;263;31398;2;38;24;197;72;90;96;15;2;536;-;-;-;-;-;-;-;-;1009;1009;-;-;-;10;57;216;701;476;-;1460;-;-;-;-;6;53;148;469;-;676;-;-;-;2;4;-;-;-;3;9;824;4008;4290;18308;22163;21359;9480;2758;3011;86201
01.01.2022;09177;Erding, Landkreis;638;2277;2133;13812;11685;13124;6198;1846;1355;53068;93;776;2265;4414;11614;9673;3073;1056;261;33225;-;30;49;156;89;74;36;16;5;455;-;-;-;-;-;-;-;-;1281;1281;-;-;1;21;168;483;552;1030;1;2256;-;-;-;-;3;70;219;597;-;889;-;-;-;4;10;-;-;-;1;15;731;3083;4448;18407;23569;23424;10078;4545;2904;91189
01.01.2022;09178;Freising, Landkreis;903;3094;2713;16754;13589;15061;7033;2039;1935;63121;170;1058;2930;5874;13754;12004;4083;1244;395;41512;3;48;60;263;155;104;62;19;11;725;-;-;-;-;-;-;-;-;1836;1836;-;-;1;25;163;348;761;1123;2;2423;-;-;-;-;9;101;265;722;-;1097;-;-;-;6;6;-;-;-;3;15;1076;4200;5704;22922;27676;27618;12204;5147;4182;110729
01.01.2022;09179;Fürstenfeldbruck, Landkreis;1073;3743;3404;20469;17262;19718;9428;2653;2190;79940;183;1083;2853;4993;12652;10682;4309;1303;425;38483;4;38;44;257;161;125;58;27;19;733;-;-;-;1;-;-;-;-;1788;1789;-;-;-;50;190;470;861;1258;-;2829;-;-;-;-;10;145;325;861;1;1342;-;-;-;4;15;-;-;-;4;23;1260;4864;6301;25774;30290;31140;14981;6102;4427;125139
01.01.2022;09180;Garmisch-Partenkirchen, Landkreis;420;1288;1351;8070;7421;8164;3908;1105;936;32663;140;690;1459;1975;6089;4940;1842;610;201;17946;2;12;14;138;57;37;17;6;4;287;-;-;-;-;-;-;-;-;659;659;-;-;-;13;74;171;263;623;-;1144;-;-;-;-;5;40;96;358;-;499;-;-;-;1;9;-;-;-;3;13;562;1990;2824;10197;13655;13352;6126;2702;1803;53211
01.01.2022;09181;Landsberg am Lech, Landkreis;688;2273;2101;12619;10628;11281;5380;1686;1812;48468;144;866;2152;3792;9597;7912;3547;1987;402;30399;7;39;37;209;118;89;61;20;7;587;-;-;-;-;-;-;-;-;1642;1642;-;-;-;25;138;333;547;738;1;1782;-;-;-;-;4;70;193;566;-;833;-;-;-;2;12;1;-;-;-;15;839;3178;4290;16647;20497;19686;9728;4997;3864;83726
01.01.2022;09182;Miesbach, Landkreis;581;1631;1375;8431;8412;10409;5434;1639;1635;39547;97;653;1478;2518;7881;7054;2952;1026;261;23920;2;17;19;102;42;39;12;9;3;245;-;-;-;-;-;-;-;-;950;950;1;-;-;7;69;198;538;965;1;1779;-;-;-;-;4;65;242;567;1;879;-;1;-;-;11;-;-;-;2;14;681;2302;2872;11058;16419;17765;9178;4206;2853;67334
01.01.2022;09183;Mühldorf am Inn, Landkreis;524;2138;1977;12653;10110;10369;4884;1524;1110;45289;105;802;2093;3992;9406;7617;2454;800;217;27486;5;30;23;155;55;39;24;22;6;359;-;-;-;-;-;-;-;-;988;988;-;-;-;23;122;320;402;816;-;1683;-;-;-;-;3;59;134;410;-;606;-;-;-;3;4;-;-;-;2;9;634;2970;4093;16826;19700;18404;7898;3572;2323;76420
01.01.2022;09184;München, Landkreis;1779;5375;4926;27733;26578;33550;21105;6613;7385;135044;210;1419;4169;6929;20233;23398;16834;6100;1245;80537;15;64;92;317;195;161;95;35;15;989;-;-;-;-;-;-;-;-;5241;5241;-;-;1;81;418;1020;3135;4587;754;9996;-;-;-;-;11;343;1776;3986;754;6870;1;-;-;8;13;-;-;-;19;41;2005;6858;9188;35068;47448;58472;42945;21321;15413;238718
01.01.2022;09185;Neuburg-Schrobenhausen, Landkreis;556;2335;1834;11270;8440;8790;3967;1089;1168;39449;75;729;1969;3783;8313;6753;1987;594;195;24398;3;27;40;160;65;81;29;16;3;424;-;-;-;-;-;-;-;-;711;711;-;-;-;8;83;223;430;510;1;1255;-;-;-;-;6;58;107;347;4;522;-;-;1;-;4;2;-;-;-;7;634;3091;3844;15221;16911;15907;6520;2556;2082;66766
01.01.2022;09186;Pfaffenhofen an der Ilm, Landkreis;668;2658;2295;13005;10332;11281;5647;1492;1524;48902;107;926;2466;4708;11007;9375;3154;830;246;32819;3;40;57;239;104;88;96;36;5;668;-;-;-;-;-;-;-;-;1214;1214;-;-;-;15;89;195;529;728;2;1558;-;-;-;-;2;70;138;490;-;700;-;-;-;2;7;-;-;-;-;9;778;3624;4818;17969;21541;21009;9564;3576;2991;85870
01.01.2022;09187;Rosenheim, Landkreis;1402;4810;3941;26900;23462;25131;12551;3462;3490;105149;288;1873;4606;8011;20358;17029;6489;2089;645;61388;10;54;71;326;182;125;88;31;13;900;-;-;-;-;-;-;-;-;2841;2841;-;-;-;56;214;351;1061;1720;1;3403;-;-;-;-;9;152;424;1065;-;1650;-;-;-;3;14;-;-;-;3;20;1700;6737;8618;35296;44239;42788;20613;8367;6993;175351
01.01.2022;09188;Starnberg, Landkreis;969;2441;2147;11337;11015;13731;7316;2135;2727;53818;129;810;1885;3044;9205;8320;4108;1267;327;29095;2;35;33;123;99;76;26;15;2;411;-;-;-;-;-;-;-;-;1999;1999;-;-;-;24;120;313;727;1167;-;2351;-;-;-;-;13;143;384;930;1;1471;-;-;-;1;7;-;-;-;3;11;1100;3286;4065;14529;20459;22583;12561;5514;5059;89156
01.01.2022;09189;Traunstein, Landkreis;887;3138;2588;18478;16368;17090;8522;2436;2286;71793;242;1300;3176;5546;14439;11658;4139;1302;474;42276;4;33;39;261;140;71;38;8;4;598;-;-;-;-;-;-;-;-;1702;1702;-;1;-;16;133;291;582;1099;-;2122;-;-;-;-;14;84;291;634;-;1023;-;1;-;2;16;-;-;-;-;19;1133;4473;5803;24303;31110;29194;13572;5479;4466;119533
01.01.2022;09190;Weilheim-Schongau, Landkreis;763;2701;2333;14586;12154;12758;5813;1619;1809;54536;171;1166;2608;4243;10750;8407;2856;833;442;31476;5;35;55;214;109;69;41;20;6;554;-;-;-;-;-;-;-;-;1249;1249;-;-;-;20;106;243;440;648;-;1457;-;-;-;-;11;79;193;502;-;785;-;-;-;1;7;-;-;-;-;8;939;3902;4996;19064;23137;21556;9343;3622;3506;90065
01.01.2022;09261;Landshut, kreisfreie Stadt;240;1054;1007;6110;4737;5250;2762;1016;614;22790;57;274;838;1777;4488;4006;1401;429;116;13386;2;17;22;89;39;27;14;5;2;217;-;-;-;-;-;-;-;-;461;461;-;-;-;12;58;137;300;466;-;973;-;-;-;-;5;38;103;383;-;529;-;-;-;2;4;-;-;-;-;6;299;1345;1867;7990;9331;9458;4580;2299;1193;38362
01.01.2022;09262;Passau, kreisfreie Stadt;193;808;747;4477;3722;4347;2351;721;406;17772;40;200;577;1041;2885;2937;1375;527;89;9671;1;6;10;45;13;19;7;6;1;108;-;-;-;-;-;-;-;-;383;383;-;-;-;10;48;130;326;494;-;1008;-;-;-;-;2;16;92;378;-;488;-;-;-;1;4;-;-;-;2;7;234;1014;1334;5574;6674;7449;4151;2126;881;29437
01.01.2022;09263;Straubing, kreisfreie Stadt;188;741;724;4815;3564;3983;2103;622;391;17131;17;164;592;1256;3072;2614;1052;366;69;9202;-;5;8;66;27;17;18;5;3;149;-;-;-;-;-;-;-;-;411;411;-;-;-;4;30;65;178;378;-;655;-;-;-;-;4;24;52;308;-;388;-;-;-;1;1;-;-;-;-;2;205;910;1324;6142;6698;6703;3403;1679;874;27938
01.01.2022;09271;Deggendorf, Landkreis;492;2113;1837;12470;10348;10928;5240;1596;914;45938;58;592;1772;3882;10692;9460;3112;907;157;30632;2;39;42;223;71;40;27;10;4;458;-;-;-;-;-;-;-;-;880;880;-;-;-;11;56;148;477;750;-;1442;-;-;-;-;3;35;145;491;-;674;-;-;-;1;4;-;-;-;-;5;552;2744;3651;16587;21174;20611;9001;3754;1955;80029
01.01.2022;09272;Freyung-Grafenau, Landkreis;381;1614;1087;7756;6665;7695;4173;1029;612;31012;50;451;1361;2707;7072;6306;2072;494;118;20631;1;22;7;115;26;9;5;6;1;192;-;-;-;-;-;-;-;-;449;449;-;-;-;3;29;80;337;601;-;1050;-;-;-;-;2;21;83;333;-;439;-;-;-;1;4;-;-;-;-;5;432;2087;2455;10582;13798;14111;6670;2463;1180;53778
01.01.2022;09273;Kelheim, Landkreis;529;2195;1879;12320;10026;11239;5365;1435;1283;46271;82;653;2100;4675;11367;9735;2867;741;225;32445;2;42;48;272;93;73;32;12;4;578;-;-;-;-;-;-;-;-;959;959;-;-;-;10;57;195;432;660;-;1354;-;-;-;-;3;56;133;397;3;592;-;-;-;1;12;-;-;-;-;13;613;2890;4027;17278;21558;21298;8829;3245;2474;82212
01.01.2022;09274;Landshut, Landkreis;723;3163;2897;17387;12986;14045;6606;2233;1578;61618;141;1148;3039;6279;15291;12557;4247;1292;383;44377;6;56;64;332;94;74;46;7;9;688;-;-;-;-;-;-;-;-;1458;1458;-;-;-;18;166;372;631;1039;-;2226;-;-;-;-;6;99;243;793;-;1141;-;-;-;1;8;-;-;-;36;45;870;4367;6000;24017;28551;27147;11773;5364;3464;111553
01.01.2022;09275;Passau, Landkreis;862;4130;3250;21939;17561;19285;9585;2498;1699;80809;139;1082;3190;6041;15565;13106;4135;1147;318;44723;3;26;41;218;60;49;31;19;4;451;-;-;-;-;-;-;-;-;1506;1506;-;-;1;21;103;289;836;1343;1;2594;-;-;-;-;7;84;236;830;-;1157;-;-;-;6;23;-;-;-;4;33;1004;5238;6482;28225;33319;32813;14823;5837;3532;131273
01.01.2022;09276;Regen, Landkreis;322;1253;919;7185;6725;7523;4136;976;535;29574;49;409;1181;2291;6651;6032;1960;528;107;19208;1;10;24;106;25;22;9;12;-;209;-;-;-;-;-;-;-;-;469;469;-;-;-;7;26;97;330;662;-;1122;-;-;-;-;3;27;78;266;-;374;-;-;-;-;5;-;-;-;-;5;372;1672;2124;9589;13435;13701;6513;2444;1111;50961
01.01.2022;09277;Rottal-Inn, Landkreis;621;2739;2248;14629;10518;10920;5027;1392;1282;49376;95;904;2413;4780;10378;8698;3044;1105;284;31701;1;28;45;188;62;32;35;24;1;416;-;-;-;-;-;-;-;-;928;928;-;-;-;11;93;199;429;791;1;1524;-;-;-;-;7;59;140;418;-;624;-;-;-;7;10;-;-;-;3;20;717;3671;4706;19615;21068;19908;8675;3730;2499;84589
01.01.2022;09278;Straubing-Bogen, Landkreis;498;1829;1737;11431;9211;9497;4542;1153;1054;40952;65;560;1759;3755;9783;7836;2211;592;165;26726;2;19;36;173;62;61;16;15;6;390;-;-;-;-;-;-;-;-;717;717;-;-;-;9;82;189;322;575;-;1177;-;-;-;-;4;38;64;285;-;391;-;-;-;1;3;-;-;-;2;6;565;2408;3532;15369;19145;17621;7155;2620;1944;70359
01.01.2022;09279;Dingolfing-Landau, Landkreis;494;2098;1959;10881;7241;7480;3659;3820;1000;38632;89;729;2065;4210;9659;7744;1964;1603;205;28268;1;19;42;184;61;43;17;6;7;380;-;-;-;-;-;-;-;-;990;990;-;-;-;13;58;100;227;1345;11;1754;-;-;-;-;4;71;105;377;9;566;-;-;-;-;3;-;-;-;1;4;584;2846;4066;15288;17026;15438;5972;7151;2223;70594
01.01.2022;09361;Amberg, kreisfreie Stadt;156;645;623;4192;3517;3840;1936;696;336;15941;17;169;486;923;2638;2280;947;271;57;7788;-;6;19;40;19;12;5;3;2;106;-;-;-;-;-;-;-;-;410;410;-;-;-;5;48;135;202;292;-;682;-;-;-;-;1;15;55;236;-;307;-;-;-;2;3;-;-;-;-;5;173;820;1128;5162;6226;6282;3145;1498;805;25239
01.01.2022;09362;Regensburg, kreisfreie Stadt;499;1860;1734;11434;10169;11498;7199;3568;1187;49148;90;586;1326;3052;8175;8003;3931;1927;220;27310;3;31;43;214;91;79;45;14;5;525;-;-;-;-;-;-;-;-;1367;1367;-;-;-;30;125;292;774;1512;-;2733;-;-;-;-;10;91;279;972;7;1359;-;-;-;1;16;-;-;-;6;23;592;2477;3103;14731;18586;19963;12228;7993;2792;82465
01.01.2022;09363;Weiden in der Oberpfalz, kreisfreie Stadt;164;721;626;4239;3641;3957;2107;804;356;16615;28;186;461;902;2631;2604;1099;410;64;8385;-;7;14;63;24;17;23;18;-;166;-;-;-;-;-;-;-;-;283;283;-;-;-;7;21;63;177;292;-;560;-;-;-;-;2;14;71;294;-;381;-;-;-;4;5;-;-;-;-;9;192;914;1101;5215;6324;6655;3477;1818;703;26399
01.01.2022;09371;Amberg-Sulzbach, Landkreis;490;2134;1758;11936;10041;9995;4688;1279;986;43307;71;648;1577;3330;8880;7340;2485;568;186;25085;2;30;35;165;61;31;15;7;5;351;-;-;-;-;-;-;-;-;956;956;-;-;-;16;60;151;373;459;1;1060;-;-;-;-;9;49;126;431;-;615;-;-;-;1;10;-;-;-;1;12;563;2812;3370;15448;19061;17566;7687;2744;2135;71386
01.01.2022;09372;Cham, Landkreis;715;2740;1991;14368;12222;12693;6075;1517;1313;53634;100;781;2183;4502;12053;9708;2944;855;213;33339;3;48;69;286;90;70;26;17;2;611;-;-;-;-;-;-;-;-;843;843;-;-;-;5;48;142;423;700;-;1318;-;-;-;1;3;43;119;413;-;579;-;-;-;1;13;-;-;-;2;16;818;3569;4243;19163;24429;22656;9587;3502;2373;90340
01.01.2022;09373;Neumarkt in der Oberpfalz, Landkreis;589;2296;1922;13800;12232;13359;6289;1552;1378;53417;95;631;1958;3951;11426;10352;3792;1031;236;33472;-;26;40;221;82;55;34;7;1;466;-;-;-;-;-;-;-;-;1110;1110;-;-;-;13;92;202;599;757;1;1664;-;-;-;-;11;63;137;625;-;836;-;-;-;1;4;1;-;-;-;6;684;2953;3920;17986;23847;24032;10851;3972;2726;90971
01.01.2022;09374;Neustadt an der Waldnaab, Landkreis;457;1753;1349;10057;9137;9974;4770;1456;816;39769;60;564;1393;2974;8206;7139;2358;608;185;23487;1;29;39;137;64;41;37;25;-;373;-;-;-;-;-;-;-;-;656;656;-;-;-;6;31;145;288;494;-;964;-;-;-;-;3;41;116;411;-;571;-;-;-;2;9;-;-;-;-;11;518;2346;2781;13176;17450;17340;7569;2994;1657;65831
01.01.2022;09375;Regensburg, Landkreis;779;3034;2590;18975;17700;20332;9880;2760;1812;77862;123;1026;2651;5705;15915;13566;4327;1150;303;44766;2;63;64;409;152;119;61;21;6;897;-;-;-;-;-;-;-;-;1626;1626;-;-;-;31;154;398;815;1178;-;2576;-;-;-;-;4;120;258;806;-;1188;-;-;-;1;20;1;-;-;3;25;904;4123;5305;25121;33945;34536;15341;5915;3750;128940
01.01.2022;09376;Schwandorf, Landkreis;619;2670;2078;15464;13308;14335;7375;2138;1326;59313;103;744;2181;4780;13386;12194;4124;1245;238;38995;2;70;58;289;110;64;42;29;5;669;-;-;-;-;-;-;-;-;990;990;-;-;-;14;98;263;561;745;1;1682;-;-;-;-;2;71;153;580;-;806;-;-;-;1;10;1;-;-;-;12;724;3484;4317;20548;26914;26928;12255;4737;2560;102467
01.01.2022;09377;Tirschenreuth, Landkreis;307;1436;949;7430;7149;7833;3984;1092;558;30738;38;332;894;1858;5724;5424;1856;502;97;16725;1;18;13;83;25;26;21;11;1;199;-;-;-;-;-;-;-;-;385;385;-;-;-;5;25;85;199;380;-;694;-;-;-;-;1;22;61;363;-;447;-;-;-;1;7;-;-;-;1;9;346;1786;1856;9377;12931;13390;6121;2348;1042;49197
01.01.2022;09461;Bamberg, kreisfreie Stadt;387;1459;1192;6689;5170;5488;2936;1058;764;25143;51;422;999;1603;4003;3802;1857;675;133;13545;2;25;31;108;77;44;37;12;5;341;-;-;-;-;-;-;-;-;625;625;-;-;-;11;39;129;250;500;-;929;-;-;-;-;3;28;70;357;-;458;-;-;-;2;8;-;-;-;1;11;440;1906;2222;8413;9300;9491;5150;2602;1528;41052
01.01.2022;09462;Bayreuth, kreisfreie Stadt;305;1141;962;6259;5652;5992;3288;1142;526;25267;44;266;703;1418;3574;3726;1908;738;95;12472;1;10;7;68;32;26;32;11;6;193;-;-;-;-;-;-;-;-;611;611;-;-;-;16;62;92;348;576;1;1095;-;-;-;-;3;24;110;461;-;598;-;-;-;-;2;-;-;-;4;6;350;1417;1672;7761;9325;9860;5686;2928;1243;40242
01.01.2022;09463;Coburg, kreisfreie Stadt;205;763;666;3859;3451;3757;2150;709;458;16018;23;162;446;815;2125;2279;1298;456;57;7661;1;10;13;57;22;21;10;7;3;144;-;-;-;-;-;-;-;-;371;371;-;-;-;5;25;68;179;331;-;608;-;-;-;-;-;13;50;202;-;265;-;-;-;-;6;-;-;-;1;7;229;935;1125;4736;5629;6138;3687;1705;890;25074
01.01.2022;09464;Hof, kreisfreie Stadt;152;659;637;3829;3561;4639;2603;1446;284;17810;16;147;458;716;1990;2133;820;327;55;6662;-;5;13;35;20;18;15;8;1;115;-;-;-;-;-;-;-;-;303;303;-;-;-;10;30;50;186;304;-;580;-;-;-;-;1;12;39;272;-;324;-;-;-;2;4;-;-;-;-;6;168;811;1108;4592;5606;6852;3663;2357;643;25800
01.01.2022;09471;Bamberg, Landkreis;806;3327;2828;17976;14378;13777;6722;1826;1487;63127;121;1056;2579;5007;12419;10356;3298;865;289;35990;7;38;44;246;123;81;52;14;6;611;-;-;-;-;-;-;-;-;1190;1190;-;-;-;22;83;168;446;602;1;1322;-;-;-;-;4;59;158;554;-;775;-;-;-;4;10;-;1;-;-;15;934;4421;5451;23255;27017;24441;10677;3861;2973;103030
01.01.2022;09472;Bayreuth, Landkreis;541;2155;1531;11509;10430;11461;5357;1426;906;45316;64;592;1533;3107;8491;7304;2381;605;193;24270;3;21;36;135;51;64;33;22;3;368;-;-;-;-;-;-;-;-;782;782;-;-;-;8;75;169;325;537;1;1115;-;-;-;-;-;42;85;384;-;511;-;-;-;2;6;1;-;-;1;10;608;2768;3100;14761;19053;19041;8181;2974;1886;72372
